item,itemLabel,position,positionLabel,start,psid
Q1087022,Christopher Tufton,Q109928734,Minister of Health and Wellness,2020-09-07,Q1087022-2A31778A-8C1B-4B86-A2BB-BFD9E2097412
Q109928795,Floyd Green,Q109928852,Minister without Portfolio,2022-01-10,Q109928795-0B5D7D9A-68C5-494E-B0CB-7FF3D1AC65EE
Q109928856,Aubyn Hill,Q109928751,"Minister of Industry, Investment and Commerce",2022-01-10,Q109928856-EA36AEE2-B524-4EC4-927F-7D798246BF14
Q110543640,Zavia Mayne,Q109928852,Minister without Portfolio,2022-01-10,Q110543640-42F336D6-0FE7-4BFC-A6E8-81093B210256
Q110543645,Homer Davis,Q112109864,Minister of State at the Office of the Prime Minister,2022-05-13,Q110543645-A392A6FB-926D-487A-A276-8DC78216C6DA
Q111226206,Alando Terrelonge,Q112109669,"Minister of State at the Ministry of Culture, Gender, Entertainment and Sport",2020-09-07,Q111226206-E0E27A25-7718-4D35-A300-A01E887C59EC
Q111333694,William J.C. Hutchinson,Q112109659,Minister of State at the Ministry of Transport and Mining,2020-09-07,Q111333694-6C61E623-3045-4BAB-9269-E88FB3E04618
Q111425758,Marsha Smith,Q112109648,Minister of State at the Ministry of Finance and the Public Service,2020-09-07,Q111425758-F663C79A-F5DD-4211-BC18-7AEC50730E55
Q111912069,Leslie Campbell,Q112109651,Minister of State at the Ministry of Foreign Affairs and Foreign Trade,2020-09-07,Q111912069-08CC991A-A3DB-41B1-87F7-DD9883311473
Q112109666,Frank Witter,Q112109662,Minister of State at the Ministry of Agriculture and Fisheries,2020-09-07,Q112109666-5E3EEEFD-2A4B-47D3-868D-BD244331DD41
Q1167006,Daryl Vaz,Q109928779,"Minister of Science, Energy and Technology",2020-09-07,Q1167006-FCC64BC7-A1A2-46A6-A890-46F007E06DAE
Q1184742,Delroy Chuck,Q109928764,Minister of Justice,2016-02-01,Q1184742-EA043091-2A0F-4F97-93F1-AAC6538991A8
Q1247437,Olivia Grange,Q109928831,"Minister of Culture, Gender, Entertainment and Sport",2020-09-07,Q1247437-CB0541CC-854E-46B6-81C7-C192B395B6B4
Q1285979,Edmund Bartlett,Q109928837,Minister of Tourism,2016-02-01,Q1285979-9EBD55BC-3F24-47A7-AF6F-6F9B0616F169
Q1627852,Horace Chang,Q109928706,Minister of National Security,2018-03-01,Q1627852-145C573A-A9C8-43D4-8AD7-4255F6C4536D
Q1627852,Horace Chang,Q41513836,Deputy Prime Minister of Jamaica,2020-09-01,Q1627852-40E8BE90-D536-4774-8433-0CE66370D486
Q16499741,Marlene Malahoo Forte,Q110543610,Minister of Legal and Constitutional Affairs,2022-01-10,Q16499741-6EADA6D4-8989-4E95-A1FE-3F79832977F2
Q1732780,Karl Samuda,Q109928844,Minister of Labour & Social Security,2020-09-07,Q1732780-CA380819-95E4-4BFF-B67F-84F1E9CD0508
Q23304549,Fayval Williams,Q110543620,Minister of Education and Youth,2022-01-10,Q23304549-CBF4C502-2B79-421A-A985-564A947B31E3
Q254503,Juliet Cuthbert,Q112109656,Minister of State at the Ministry of Health and Wellness,2020-09-07,Q254503-6DCA3783-E25F-42A0-966A-3009F13D58FF
Q28225536,Kamina Johnson-Smith,Q24296480,Minister of Foreign Affairs and Foreign Trade,2016-03-07,Q28225536-13C2EA56-04B5-4775-96A1-819AC2F021BC
Q28837290,Pearnel Patroe Charles Jr.,Q109928794,Minister of Agriculture and Fisheries of Jamaica,2022-01-10,Q28837290-508BD13A-1641-4195-B663-16C478664248
Q505200,Andrew Holness,Q1430943,Prime Minister of Jamaica,2016-03-03,Q505200-d0a735e1-4e90-8388-e353-39c823f30c3e
Q50874870,Nigel A. L. Clarke,Q6866135,Minister of Finance and the Public Service,2018-03-26,Q50874870-C11C7A4E-2FBD-4E04-A3A1-10D8E9331B42
Q5264765,Desmond McKenzie,Q109928799,Minister of Local Government and Rural Development,2016-03-07,Q5264765-D0587805-7E05-4DC9-84F8-5A2DAC0588D0
Q5416886,Everald Warmington,Q109928852,Minister without Portfolio,2020-09-07,Q5416886-179F72A1-FEA5-4806-A6AC-37CD2E3E2FF5
Q64009690,Robert Nesta Morgan,Q109928852,Minister without Portfolio,2022-01-10,Q64009690-C9D25CD5-D0C4-40CC-A4DE-CEE2669E6247
Q7347755,Robert Montague,Q109928852,Minister without Portfolio,2022-01-10,Q7347755-B1EDAC9E-FCA4-43CF-A760-E87A25D34253
Q758950,Audley Shaw,Q110543629,Minister of Transport and Mining,2022-01-10,Q758950-CF1F0F0B-C154-4BC7-ACD0-C7D7516BF842
Q86753513,Norman Alexander Dunn,Q112109646,"Minister of State at the Minister of Industry, Investment and Commerce",2020-09-07,Q86753513-844FBDBC-E2AF-410B-98FC-C05841A92A7C
Q87713413,Matthew Samuda,Q109928852,Minister without Portfolio,2020-09-07,Q87713413-06AF52AE-8316-415E-BB03-F984AFAEF135
